Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (mins),Avg CTAT (mins),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Ride Distance (km),Driver Ratings,Customer Rating
09-09-2025,03:46:00,CNR2579154,Cancelled-Driver,CUST797482,Mini,Hebbal Kempapura,Basavanagudi,,,0,,1,Customer related issue,0,,,,,
27-09-2025,23:56:00,CNR5123306,Successful,CUST300228,Prime Sedan,Shivaji Nagar,Rajamahendri,3.9,6.8,0,,0,,0,,546.16,12.69,4.7,3.7
18-09-2025,07:13:00,CNR5708797,Cancelled-Customer,CUST358107,Prime Sedan,Langford Town,Koramangala 7th Block,,,1,AC is not working,0,,0,,,,,
14-09-2025,19:50:00,CNR0261891,Successful,CUST779148,Mini,Sanjay Nagar,Kothanur,21.1,20.4,0,,0,,0,,286.32,9.39,5,5
06-09-2025,10:11:00,CNR6608890,Successful,CUST259131,Auto,Chamarajpet,Richmond Town,3,3.5,0,,0,,0,,642.22,10.33,4.6,4.6
14-09-2025,21:45:00,CNR3342751,Cancelled-Driver,CUST402840,Bike,MG Road,Jalahalli,,,0,,1,More than permitted people in there,0,,,,,
09-09-2025,08:59:00,CNR2124732,Cancelled-Driver,CUST180275,Bike,Yelahanka,Kumaraswamy Layout,,,0,,1,The customer was coughing/sick,0,,,,,
28-09-2025,18:29:00,CNR7768138,Cancelled-Customer,CUST745921,Auto,Whitefield Main Road,Yeshwanthpur,,,1,Wrong Address,0,,0,,,,,
27-09-2025,04:16:00,CNR1020050,Successful,CUST800169,eBike,Shivaji Nagar,HSR Layout,5.7,6.9,0,,0,,0,,1205.29,36.83,4.7,4
04-09-2025,08:07:00,CNR5863157,Cancelled-Driver,CUST744396,Mini,Yelahanka,BTM Layout,,,0,,1,Personal & Car related issues,0,,,,,
16-09-2025,12:52:00,CNR2591795,Incomplete,CUST582622,Prime Plus,Yeshwanthpur,Kalyan Nagar,,,0,,0,,1,Customer Demand,,,,
07-09-2025,19:51:00,CNR4620186,Successful,CUST988296,Prime Sedan,BANASWADI,Devanahalli,7.2,7.1,0,,0,,0,,321.79,3.89,5,5
13-09-2025,08:59:00,CNR1476653,Successful,CUST584461,eBike,Shivaji Nagar,Richmond Town,5.9,7.3,0,,0,,0,,515.4,13.22,4.6,4.9
27-09-2025,17:37:00,CNR7171675,Successful,CUST853717,Prime Plus,Basavanagudi,Richmond Town,5.1,6.3,0,,0,,0,,216.78,8.11,5,4.6
17-09-2025,16:36:00,CNR4314482,Successful,CUST191353,Prime SUV,Hebbal,Yelahanka,4.3,4.6,0,,0,,0,,152.98,4.13,4.1,4.9
11-09-2025,13:12:00,CNR5267454,Successful,CUST184914,eBike,New Thippasandra,Devanahalli,18.2,20.2,0,,0,,0,,884.79,16.68,4.6,3.8
07-09-2025,08:03:00,CNR7235509,Successful,CUST645052,Auto,Shivaji Nagar,Sunkadakatte,10.8,13,0,,0,,0,,584.28,9.55,5,4.6
25-09-2025,20:31:00,CNR5029480,Successful,CUST106090,Prime Sedan,Shivaji Nagar,Sanjay Nagar,7.3,10.4,0,,0,,0,,696.56,17.88,4.5,5
20-09-2025,19:06:00,CNR6402046,Successful,CUST213188,Prime Plus,Yelahanka,Kumaraswamy Layout,5.5,6.7,0,,0,,0,,1207.1,56.1,4.3,3.9
14-09-2025,19:07:00,CNR9007013,Cancelled-Driver,CUST848503,Auto,RT Nagar,Sompura,,,0,,1,More than permitted people in there,0,,,,,
07-09-2025,11:48:00,CNR6974007,Successful,CUST827233,Auto,Peenya,Kothanur,2.8,3,0,,0,,0,,643.07,19.01,4.7,4.4
11-09-2025,01:02:00,CNR6356832,Successful,CUST495762,Prime Sedan,Sunkadakatte,Koramangala,3.2,3.6,0,,0,,0,,49.65,2.11,4.3,5
29-09-2025,02:17:00,CNR7831756,Successful,CUST562932,Auto,Domlur,Koramangala 7th Block,3.7,6.4,0,,0,,0,,164.65,5.36,4,4.7
16-09-2025,03:35:00,CNR6652999,Successful,CUST831000,Mini,Koramangala 7th Block,Banashankari,7.4,8.9,0,,0,,0,,144.65,2.59,4.6,4.5
13-09-2025,18:59:00,CNR4267139,Successful,CUST921846,eBike,MG Road,HSR Layout,9.2,10.5,0,,0,,0,,318.08,5.84,5,5
16-09-2025,23:43:00,CNR6907767,Cancelled-Driver,CUST583166,Bike,RT Nagar,Hebbal Kempapura,,,0,,1,Personal & Car related issues,0,,,,,
24-09-2025,13:13:00,CNR2015051,Successful,CUST408818,Prime SUV,Banashankari,Electronic City,3.7,6.2,0,,0,,0,,41.54,3.03,4.6,5
12-09-2025,01:57:00,CNR4664955,Failed,CUST957654,Auto,Ejipura,Yeshwanthpur,,,0,,0,,0,,,,,
07-09-2025,18:21:00,CNR2782061,Cancelled-Customer,CUST303084,Prime SUV,Yeshwanthpur,Kalyan Nagar,,,1,Driver asked to cancel,0,,0,,,,,
19-09-2025,19:46:00,CNR8472953,Cancelled-Driver,CUST497429,Mini,Langford Town,Ulsoor,,,0,,1,The customer was coughing/sick,0,,,,,
20-09-2025,08:18:00,CNR5117267,Failed,CUST154108,eBike,Yelahanka,Kaggadasapura,,,0,,0,,0,,,,,
22-09-2025,07:14:00,CNR0140237,Successful,CUST970131,Mini,Kundalahalli,BTM Layout,2.2,3,0,,0,,0,,452.99,9.67,4.6,4.5
27-09-2025,19:38:00,CNR0291024,Successful,CUST376833,Prime SUV,Domlur,Sunkadakatte,13.9,16.8,0,,0,,0,,544.53,19.25,4.8,4.6
13-09-2025,08:59:00,CNR0084676,Successful,CUST672002,Prime Sedan,Kumaraswamy Layout,BANASWADI,4.2,5.1,0,,0,,0,,536.83,16.2,4.1,5
04-09-2025,07:09:00,CNR0226719,Cancelled-Customer,CUST754018,Bike,Yeshwanthpur,Langford Town,,,1,Driver asked to cancel,0,,0,,,,,
29-09-2025,00:35:00,CNR1841134,Successful,CUST102648,Prime SUV,Gottigere,Srirampura,3.4,5.7,0,,0,,0,,275.56,6.87,4.8,4.5
13-09-2025,18:20:00,CNR3552199,Successful,CUST721939,Bike,Whitefield Main Road,Sompura,5.6,7.1,0,,0,,0,,72.51,0.86,4.3,4.7
20-09-2025,05:51:00,CNR7442363,Failed,CUST645015,Auto,Koramangala 4th Block,Rajajinagar,,,0,,0,,0,,,,,
20-09-2025,12:13:00,CNR4413956,Successful,CUST447960,Mini,Rajamahendri,Richmond Town,13,14.6,0,,0,,0,,182.52,2.85,4.5,4.6
17-09-2025,00:10:00,CNR3210570,Successful,CUST732935,Auto,Kengeri,Peenya,8.2,9.4,0,,0,,0,,856.97,8.1,4.5,4
07-09-2025,02:36:00,CNR7505228,Successful,CUST262791,Prime Plus,Indiranagar,Banashankari,4,6.9,0,,0,,0,,82.98,2.59,5,3.9
23-09-2025,08:51:00,CNR8566103,Successful,CUST559789,Bike,Hebbal,Kaggadasapura,2.9,3.6,0,,0,,0,,303.21,3.87,4.2,4.9
25-09-2025,15:07:00,CNR4550331,Failed,CUST204188,Prime SUV,Domlur,Yeshwanthpur,,,0,,0,,0,,,,,
18-09-2025,03:15:00,CNR8205804,Successful,CUST370840,Prime Plus,Richmond Town,Kengeri,3.1,5.6,0,,0,,0,,30.28,4.02,4.8,4.9
15-09-2025,13:14:00,CNR1637806,Successful,CUST334201,Prime SUV,Shivaji Nagar,Koramangala 4th Block,19.9,20.4,0,,0,,0,,324.53,5.31,4.9,4
05-09-2025,07:29:00,CNR0289269,Successful,CUST817699,Bike,HSR Layout,Ejipura,9.1,8.8,0,,0,,0,,759.54,10.23,4.9,4.1
04-09-2025,19:10:00,CNR7964187,Successful,CUST535815,Prime Sedan,Sompura,Sompura,2.4,4.3,0,,0,,0,,812.68,15.2,5,3.9
12-09-2025,05:58:00,CNR4030745,Cancelled-Customer,CUST701297,Prime Plus,Gandhi Nagar,Koramangala 4th Block,,,1,Change of plans,0,,0,,,,,
10-09-2025,07:17:00,CNR8516793,Failed,CUST907041,Auto,Sompura,Langford Town,,,0,,0,,0,,,,,
29-09-2025,03:00:00,CNR2991243,Successful,CUST384482,Prime SUV,Whitefield Main Road,Kothanur,6.8,8.2,0,,0,,0,,331.4,4.03,4.2,4
24-09-2025,07:42:00,CNR3195678,Incomplete,CUST593175,eBike,Frazer Town,Ejipura,,,0,,0,,1,Other Issue,,,,
20-09-2025,09:27:00,CNR3027333,Successful,CUST365178,Prime Plus,Indiranagar,Gandhi Nagar,7.6,9.1,0,,0,,0,,301.8,4.56,4.8,4.5
16-09-2025,19:54:00,CNR2470780,Cancelled-Driver,CUST733819,eBike,HSR Layout,Sompura,,,0,,1,More than permitted people in there,0,,,,,
07-09-2025,18:54:00,CNR5454591,Successful,CUST315476,Prime Sedan,Jayanagar,Kundalahalli,3.8,3.9,0,,0,,0,,809.52,14.7,4.7,4.4
30-09-2025,02:26:00,CNR9096405,Cancelled-Customer,CUST766753,Prime Plus,Richmond Town,Koramangala 4th Block,,,1,AC is not working,0,,0,,,,,
13-09-2025,22:28:00,CNR3741615,Successful,CUST420619,Mini,Sompura,Kundalahalli,4.1,5.5,0,,0,,0,,104.54,4.24,4.6,4.2
05-09-2025,23:56:00,CNR3744731,Successful,CUST913222,Auto,Yelahanka,Whitefield Main Road,9.4,10.2,0,,0,,0,,166.14,1.96,3.8,3.7
15-09-2025,12:54:00,CNR8067841,Failed,CUST603276,Mini,Malleshwaram,Richmond Town,,,0,,0,,0,,,,,
27-09-2025,19:48:00,CNR7172234,Failed,CUST509401,eBike,Basavanagudi,Sanjay Nagar,,,0,,0,,0,,,,,
27-09-2025,17:48:00,CNR2758751,Successful,CUST831111,Prime Sedan,Hebbal Kempapura,Indiranagar,2.6,6,0,,0,,0,,648.16,9.78,4.2,4.3
01-09-2025,21:31:00,CNR2370382,Successful,CUST641882,eBike,BTM Layout,Nayandahalli,3,5.1,0,,0,,0,,965.98,18.25,5,3.9
27-09-2025,13:50:00,CNR3507728,Successful,CUST659114,eBike,Sanjay Nagar,Whitefield Main Road,4.9,6.4,0,,0,,0,,457.81,8.1,4.1,3.4
09-09-2025,10:20:00,CNR3947877,Successful,CUST710588,Bike,BTM Layout,Malleswaram,2.7,5.1,0,,0,,0,,259.82,9.86,4.9,4.4
02-09-2025,00:31:00,CNR4505872,Successful,CUST322544,Prime Plus,Kundalahalli,Rajajinagar,6,7.1,0,,0,,0,,990.58,18.05,4,4.5
27-09-2025,16:39:00,CNR5528135,Successful,CUST850077,Prime Plus,Electronic City,New Thippasandra,2.4,4,0,,0,,0,,428.64,9.63,4.3,5
27-09-2025,19:45:00,CNR0744964,Failed,CUST630206,Prime SUV,Banashankari,MG Road,,,0,,0,,0,,,,,
19-09-2025,02:38:00,CNR1939549,Successful,CUST538212,Prime Plus,Jalahalli,Hebbal,2.7,3.8,0,,0,,0,,815.01,16.78,4.3,5
18-09-2025,22:43:00,CNR5743039,Failed,CUST185454,Prime Sedan,BTM Layout,Kumaraswamy Layout,,,0,,0,,0,,,,,
26-09-2025,12:10:00,CNR4629556,Successful,CUST509953,eBike,Jalahalli,Kaggadasapura,4.4,5.3,0,,0,,0,,355.82,4.36,4.7,4.3
24-09-2025,12:13:00,CNR1989919,Cancelled-Customer,CUST762546,Mini,Gandhi Nagar,Peenya,,,1,Driver is not moving towards pickup location,0,,0,,,,,
27-09-2025,06:20:00,CNR7897284,Cancelled-Driver,CUST873124,Mini,Shivaji Nagar,Whitefield Main Road,,,0,,1,Personal & Car related issues,0,,,,,
18-09-2025,08:15:00,CNR8284783,Successful,CUST195086,eBike,Indiranagar,Whitefield,3.9,5.7,0,,0,,0,,238.5,6.07,4.5,4.7
29-09-2025,22:18:00,CNR6792575,Cancelled-Driver,CUST834643,Prime Sedan,MG Road,Langford Town,,,0,,1,The customer was coughing/sick,0,,,,,
30-09-2025,07:24:00,CNR6192100,Successful,CUST652016,Auto,Langford Town,Sunkadakatte,10.4,12.8,0,,0,,0,,467.2,9.05,4.5,3.9
05-09-2025,19:56:00,CNR7748048,Successful,CUST797620,Prime SUV,Sanjay Nagar,Whitefield,5,6.4,0,,0,,0,,431.59,6.88,4.9,5
27-09-2025,15:01:00,CNR9042946,Cancelled-Driver,CUST603855,Auto,Gandhi Nagar,Sunkadakatte,,,0,,1,More than permitted people in there,0,,,,,
15-09-2025,18:15:00,CNR7072258,Successful,CUST944285,Prime Sedan,Langford Town,Rajamahendri,8.9,9.5,0,,0,,0,,322.04,7.14,5,4.4
13-09-2025,18:24:00,CNR7333153,Incomplete,CUST581722,Prime SUV,Srirampura,Sanjay Nagar,,,0,,0,,1,Customer Demand,,,,
20-09-2025,18:22:00,CNR1317131,Cancelled-Driver,CUST501708,Bike,Ejipura,Domlur,,,0,,1,Customer related issue,0,,,,,
03-09-2025,00:31:00,CNR0709675,Successful,CUST422046,eBike,Yeshwanthpur,Gandhi Nagar,2.9,4.1,0,,0,,0,,486.05,8.51,5,4.7
16-09-2025,13:46:00,CNR0846631,Successful,CUST862497,Bike,Shivaji Nagar,Ejipura,4,4.9,0,,0,,0,,182.63,3.93,4.5,4.2
27-09-2025,14:58:00,CNR0599611,Failed,CUST431758,Prime Sedan,Jayanagar,Kaggadasapura,,,0,,0,,0,,,,,
07-09-2025,13:16:00,CNR0318735,Cancelled-Customer,CUST648935,Prime SUV,BANASWADI,New Thippasandra,,,1,Driver asked to cancel,0,,0,,,,,
13-09-2025,08:23:00,CNR5897132,Successful,CUST806629,Prime Sedan,Electronic City,Koramangala,3.5,4.6,0,,0,,0,,872.71,14.04,5,3.5
28-09-2025,19:54:00,CNR1447642,Cancelled-Driver,CUST158472,Auto,Rajajinagar,Gandhi Nagar,,,0,,1,Personal & Car related issues,0,,,,,
13-09-2025,18:41:00,CNR2056570,Successful,CUST665881,Prime Sedan,Richmond Town,Whitefield Main Road,6.6,7.5,0,,0,,0,,646.91,16.51,5,4.6
12-09-2025,16:51:00,CNR8886403,Successful,CUST407142,Prime Plus,Whitefield,Jalahalli,4,6.1,0,,0,,0,,415.48,4.47,4.3,4.1
14-09-2025,21:23:00,CNR6395704,Successful,CUST298235,eBike,Jalahalli,Sunkadakatte,5.2,8.9,0,,0,,0,,163.93,5.08,4.4,4.9
16-09-2025,01:48:00,CNR2729298,Cancelled-Customer,CUST185243,Prime Sedan,RT Nagar,Hebbal,,,1,AC is not working,0,,0,,,,,
20-09-2025,07:05:00,CNR4498474,Successful,CUST927761,Mini,BTM Layout,Kengeri,3.1,4.2,0,,0,,0,,414.28,6.93,4.8,4.2
25-09-2025,05:05:00,CNR8381523,Failed,CUST748346,Prime Sedan,MG Road,Koramangala,,,0,,0,,0,,,,,
14-09-2025,19:44:00,CNR4005284,Cancelled-Driver,CUST534382,Mini,Gottigere,Rajajinagar,,,0,,1,Personal & Car related issues,0,,,,,
26-09-2025,08:05:00,CNR3611238,Successful,CUST765299,Mini,Richmond Town,MG Road,4.3,5.8,0,,0,,0,,146.01,1.35,4.3,4.7
17-09-2025,16:59:00,CNR3458014,Cancelled-Driver,CUST433517,Prime Plus,Peenya,Kumaraswamy Layout,,,0,,1,Personal & Car related issues,0,,,,,
12-09-2025,08:28:00,CNR5056320,Successful,CUST270460,Bike,Kalyan Nagar,Kengeri,5.4,6.3,0,,0,,0,,90.4,4.04,5,5
20-09-2025,21:17:00,CNR8526211,Cancelled-Customer,CUST860882,Mini,Jalahalli,Kumaraswamy Layout,,,1,Driver is not moving towards pickup location,0,,0,,,,,
22-09-2025,05:14:00,CNR9695516,Successful,CUST170615,Prime SUV,Banashankari,Whitefield Main Road,3,3.8,0,,0,,0,,375.94,5.64,5,4
18-09-2025,13:19:00,CNR1430122,Incomplete,CUST827974,Bike,RT Nagar,Koramangala 4th Block,,,0,,0,,1,Customer Demand,,,,
03-09-2025,05:33:00,CNR4784393,Successful,CUST568739,Auto,Basavanagudi,Sompura,2.3,3.2,0,,0,,0,,815.7,17.84,5,4.1
07-09-2025,02:14:00,CNR0941075,Cancelled-Driver,CUST977896,Prime SUV,Banashankari,Yeshwanthpur,,,0,,1,Personal & Car related issues,0,,,,,
09-09-2025,19:03:00,CNR2154104,Cancelled-Driver,CUST691800,Auto,Peenya,Sompura,,,0,,1,The customer was coughing/sick,0,,,,,
09-09-2025,18:41:00,CNR6622979,Failed,CUST871809,Prime Plus,Hebbal,Malleswaram,,,0,,0,,0,,,,,
20-09-2025,23:11:00,CNR6524855,Successful,CUST138042,eBike,Banaswadi,Malleswaram,6.2,5.6,0,,0,,0,,63.91,3.39,4.5,5
01-09-2025,15:27:00,CNR3779785,Successful,CUST771291,Auto,Kundalahalli,Sompura,6.2,8.3,0,,0,,0,,43,1.28,4.5,4.3
23-09-2025,05:15:00,CNR1446115,Successful,CUST926409,Mini,Richmond Town,Koramangala 7th Block,10.7,10.9,0,,0,,0,,81.06,4.79,4.3,4
09-09-2025,00:51:00,CNR5369239,Successful,CUST129043,Prime Plus,Koramangala 4th Block,Basavanagudi,5.9,7.8,0,,0,,0,,861.58,10,4.5,4.9
10-09-2025,06:38:00,CNR5832460,Successful,CUST436892,Prime Plus,Koramangala,Chamarajpet,3.9,5.4,0,,0,,0,,844.27,8.77,4.9,4.7
17-09-2025,22:04:00,CNR5888511,Successful,CUST303125,Prime Sedan,Jalahalli,Malleshwaram,7.4,8.7,0,,0,,0,,222.17,5,5,3.5
07-09-2025,19:34:00,CNR8819756,Failed,CUST795469,Mini,Srirampura,BANASWADI,,,0,,0,,0,,,,,
27-09-2025,03:49:00,CNR0802645,Successful,CUST167933,Prime Sedan,Srirampura,Sunkadakatte,2.1,4.2,0,,0,,0,,686.14,12.33,4.6,4.1
04-09-2025,11:46:00,CNR0316490,Failed,CUST240681,eBike,Kalyan Nagar,RT Nagar,,,0,,0,,0,,,,,
14-09-2025,05:09:00,CNR8445234,Successful,CUST540319,Bike,Frazer Town,Peenya,2.1,3.9,0,,0,,0,,1095.24,21.36,5,4.3
27-09-2025,05:15:00,CNR8068461,Cancelled-Customer,CUST120801,Bike,Kothanur,Kumaraswamy Layout,,,1,Wrong Address,0,,0,,,,,
20-09-2025,20:32:00,CNR6216582,Successful,CUST488507,Bike,BTM Layout,Koramangala 7th Block,2.5,4.6,0,,0,,0,,511.68,16.07,5,5
10-09-2025,00:32:00,CNR8359687,Cancelled-Customer,CUST434029,Prime Sedan,Ulsoor,Shivaji Nagar,,,1,Wrong Address,0,,0,,,,,
13-09-2025,19:10:00,CNR5678526,Cancelled-Customer,CUST830765,Mini,BTM Layout,Banashankari,,,1,AC is not working,0,,0,,,,,
21-09-2025,19:15:00,CNR7733086,Successful,CUST986985,Mini,Yelahanka,Shivaji Nagar,2.2,4.2,0,,0,,0,,654.44,15,4.4,5
29-09-2025,19:53:00,CNR5511220,Successful,CUST613898,Mini,Peenya,Gottigere,2.5,4.5,0,,0,,0,,716.6,8.3,5,5
27-09-2025,11:36:00,CNR1652760,Successful,CUST413725,Prime Sedan,Hebbal Kempapura,Frazer Town,3.4,5,0,,0,,0,,569.36,9.83,4.3,3.6
12-09-2025,14:15:00,CNR3556602,Cancelled-Customer,CUST165134,Mini,Hebbal Kempapura,Shivaji Nagar,,,1,AC is not working,0,,0,,,,,
30-09-2025,14:11:00,CNR1839576,Cancelled-Driver,CUST246739,Mini,Hebbal,New Thippasandra,,,0,,1,More than permitted people in there,0,,,,,
01-09-2025,22:07:00,CNR8539040,Successful,CUST758733,eBike,MG Road,Jalahalli,14.5,17.5,0,,0,,0,,117.51,1.8,5,4.3
02-09-2025,22:15:00,CNR3747571,Failed,CUST938649,Mini,Yeshwanthpur,Ulsoor,,,0,,0,,0,,,,,
26-09-2025,05:40:00,CNR9253715,Cancelled-Driver,CUST657343,Mini,Basavanagudi,Kalyan Nagar,,,0,,1,Personal & Car related issues,0,,,,,
07-09-2025,21:08:00,CNR2278556,Successful,CUST889053,Mini,BTM Layout,Kalyan Nagar,4.6,6.2,0,,0,,0,,45.22,1.31,5,4.2
03-09-2025,00:18:00,CNR3230963,Cancelled-Customer,CUST416662,Mini,Chamarajpet,Ejipura,,,1,Change of plans,0,,0,,,,,
07-09-2025,14:33:00,CNR8241038,Cancelled-Driver,CUST452332,Prime SUV,Kundalahalli,BANASWADI,,,0,,1,The customer was coughing/sick,0,,,,,
13-09-2025,21:48:00,CNR0909663,Cancelled-Driver,CUST751345,Prime Sedan,Malleswaram,BANASWADI,,,0,,1,Personal & Car related issues,0,,,,,
22-09-2025,17:46:00,CNR9017815,Cancelled-Customer,CUST485196,Bike,Gandhi Nagar,Kundalahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,
20-09-2025,12:56:00,CNR4712242,Successful,CUST663874,Prime Plus,Kalyan Nagar,Gandhi Nagar,13.5,17,0,,0,,0,,845.6,11.34,5,4.2
08-09-2025,20:33:00,CNR4607288,Successful,CUST899557,Prime Sedan,Peenya,Salarpuria,4,4.8,0,,0,,0,,295.29,8.89,4.7,5
16-09-2025,11:50:00,CNR4296992,Successful,CUST563287,eBike,Rajajinagar,Koramangala 4th Block,9.7,10.1,0,,0,,0,,685.47,16.03,3.8,5
28-09-2025,19:36:00,CNR6512286,Successful,CUST544029,Bike,Kundalahalli,Kalyan Nagar,4.8,6.9,0,,0,,0,,152.84,2.42,4.6,4.9
26-09-2025,23:25:00,CNR8992481,Successful,CUST701070,Auto,Devanahalli,Banashankari,2.6,2,0,,0,,0,,704.06,18.85,4.4,5
11-09-2025,08:33:00,CNR5363402,Successful,CUST436589,Mini,Kengeri,Rajamahendri,2,4.2,0,,0,,0,,458.32,9.67,4.2,4.5
30-09-2025,13:10:00,CNR0277300,Successful,CUST492513,Bike,Jayanagar,Salarpuria,7,7,0,,0,,0,,67.73,3.59,5,4
21-09-2025,16:54:00,CNR1768361,Successful,CUST692738,Prime SUV,Kundalahalli,BTM Layout,9,10.4,0,,0,,0,,122.19,4.42,4.7,3.9
03-09-2025,01:13:00,CNR3322556,Successful,CUST980777,Prime SUV,Koramangala,BTM Layout,7.4,9.6,0,,0,,0,,740.63,16.83,4.4,5
02-09-2025,02:38:00,CNR9087774,Cancelled-Driver,CUST198641,eBike,Sunkadakatte,Devanahalli,,,0,,1,More than permitted people in there,0,,,,,
07-09-2025,11:53:00,CNR1470348,Successful,CUST771490,Prime Sedan,Sompura,Koramangala 7th Block,2.3,2.4,0,,0,,0,,254.18,6.14,5,4.9
22-09-2025,19:57:00,CNR4102917,Cancelled-Driver,CUST278855,Auto,Banaswadi,HSR Layout,,,0,,1,The customer was coughing/sick,0,,,,,
07-09-2025,13:24:00,CNR8498556,Failed,CUST535956,Prime Plus,Kalyan Nagar,Banaswadi,,,0,,0,,0,,,,,
16-09-2025,11:01:00,CNR6155043,Successful,CUST640908,Prime Plus,Malleswaram,Hebbal,3.4,4.6,0,,0,,0,,65.61,3.23,4.8,3.6
04-09-2025,10:31:00,CNR5005242,Successful,CUST194862,Prime Sedan,Devanahalli,Srirampura,6.2,8.5,0,,0,,0,,352.44,8.51,4.5,5
28-09-2025,21:49:00,CNR1831167,Cancelled-Customer,CUST338182,Prime SUV,Banashankari,Jayanagar,,,1,Driver asked to cancel,0,,0,,,,,
12-09-2025,20:48:00,CNR9213375,Successful,CUST136430,Prime Plus,Whitefield Main Road,Kaggadasapura,4.1,3.6,0,,0,,0,,824.29,10.65,4.4,4.7
27-09-2025,04:28:00,CNR5179160,Successful,CUST620091,Auto,Gottigere,MG Road,2.7,4.4,0,,0,,0,,330.6,5.05,4.1,3.8
28-09-2025,23:08:00,CNR2968998,Successful,CUST643612,Mini,Nayandahalli,Electronic City,8.4,9.3,0,,0,,0,,998.1,18.11,5,5
01-09-2025,09:25:00,CNR3787797,Successful,CUST353515,eBike,Rajamahendri,Malleshwaram,3.7,6.4,0,,0,,0,,354.32,8.98,4.6,4
14-09-2025,19:57:00,CNR2698440,Successful,CUST572930,Prime Sedan,Chamarajpet,Sompura,3,4.1,0,,0,,0,,434.48,5.86,4.1,4.7
01-09-2025,14:16:00,CNR6760347,Successful,CUST319891,eBike,New Thippasandra,Frazer Town,2.5,6.2,0,,0,,0,,560.19,13.02,5,4.1
27-09-2025,15:25:00,CNR4694659,Successful,CUST214499,Prime Sedan,Sunkadakatte,Malleshwaram,5.7,7.2,0,,0,,0,,566.53,8.68,4.7,4.6
16-09-2025,14:23:00,CNR5422052,Cancelled-Driver,CUST919244,Prime Plus,BTM Layout,Kumaraswamy Layout,,,0,,1,More than permitted people in there,0,,,,,
03-09-2025,06:29:00,CNR7609649,Failed,CUST645486,eBike,Devanahalli,Gottigere,,,0,,0,,0,,,,,
05-09-2025,04:26:00,CNR0770650,Cancelled-Driver,CUST828680,Prime Plus,Ejipura,Sompura,,,0,,1,The customer was coughing/sick,0,,,,,
13-09-2025,01:15:00,CNR1102692,Successful,CUST823294,Prime SUV,Indiranagar,Ulsoor,7,8.4,0,,0,,0,,352.63,9.02,5,4.7
28-09-2025,20:03:00,CNR7884218,Successful,CUST353513,eBike,New Thippasandra,Frazer Town,3.1,4,0,,0,,0,,1255.07,51.58,3.9,5
21-09-2025,11:29:00,CNR7529594,Successful,CUST465484,Prime Sedan,BTM Layout,Sanjay Nagar,7.7,8.8,0,,0,,0,,610.09,15.87,4.7,4
27-09-2025,20:55:00,CNR4187655,Successful,CUST709769,eBike,Rajajinagar,Whitefield,2.4,4.6,0,,0,,0,,196.84,5.28,5,4.3
13-09-2025,19:18:00,CNR3834248,Cancelled-Driver,CUST421964,Prime Sedan,Hebbal,Sanjay Nagar,,,0,,1,Personal & Car related issues,0,,,,,
02-09-2025,16:35:00,CNR8173093,Successful,CUST214413,eBike,Koramangala 7th Block,HSR Layout,3.2,4.4,0,,0,,0,,222.18,4.72,4.8,4.6
29-09-2025,15:02:00,CNR0637782,Successful,CUST279358,eBike,Langford Town,Hebbal,5.1,5.9,0,,0,,0,,515.57,10.09,4.5,4
01-09-2025,15:04:00,CNR1120322,Successful,CUST872357,Prime Plus,BTM Layout,Yeshwanthpur,16.5,16.6,0,,0,,0,,377.62,6.71,4.9,3.8
28-09-2025,22:10:00,CNR0792275,Successful,CUST347403,Auto,Kalyan Nagar,Frazer Town,2.7,3.7,0,,0,,0,,595.94,10.75,5,4
13-09-2025,22:17:00,CNR7083934,Successful,CUST902080,Prime Sedan,Basavanagudi,MG Road,2.8,4.9,0,,0,,0,,185.16,2.74,4,5
01-09-2025,01:01:00,CNR6062488,Cancelled-Driver,CUST879688,Mini,Malleshwaram,Sanjay Nagar,,,0,,1,Personal & Car related issues,0,,,,,
21-09-2025,16:13:00,CNR3231164,Successful,CUST374371,Auto,Sompura,Gottigere,2.3,3.1,0,,0,,0,,795.35,14.44,4.6,3.4
30-09-2025,11:01:00,CNR6738221,Successful,CUST443704,Auto,Srirampura,MG Road,25.8,30,0,,0,,0,,252.77,6.84,4.6,4.9
29-09-2025,14:25:00,CNR0741921,Cancelled-Customer,CUST711320,Auto,Salarpuria,Malleswaram,,,1,Change of plans,0,,0,,,,,
06-09-2025,10:51:00,CNR5804907,Successful,CUST851622,Bike,Whitefield Main Road,Rajamahendri,3.8,6.7,0,,0,,0,,444.43,5.74,4.9,4
07-09-2025,11:39:00,CNR4941184,Cancelled-Customer,CUST280803,Bike,Gandhi Nagar,Yelahanka,,,1,Driver asked to cancel,0,,0,,,,,
18-09-2025,11:03:00,CNR9478652,Incomplete,CUST311624,Prime Sedan,Langford Town,New Thippasandra,,,0,,0,,1,Other Issue,,,,
20-09-2025,21:48:00,CNR8160275,Successful,CUST285011,Bike,Basavanagudi,Koramangala 4th Block,6.7,6.2,0,,0,,0,,350.46,7.85,4.3,4.6
